Date,Holiday,Discounted Stores,Day Count,Weekend,Month_sine,Month_cosine,Day of Week_sine,Day of Week_cosine
2019-06-01,0,0.0273972602739726,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2019-06-02,0,0.03287671232876712,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2019-06-03,0,0.1178082191780822,2,0,1.2246467991473532e-16,-1.0,0.0,1.0
2019-06-04,0,0.1178082191780822,3,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2019-06-05,1,0.6876712328767123,4,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2019-06-06,0,0.8438356164383561,5,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2019-06-07,0,0.8904109589041096,6,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2019-06-08,0,0.8794520547945206,7,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2019-06-09,0,0.6520547945205479,8,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2019-06-10,0,0.4794520547945205,9,0,1.2246467991473532e-16,-1.0,0.0,1.0
2019-06-11,0,0.4328767123287671,10,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2019-06-12,0,0.38082191780821917,11,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2019-06-13,0,0.30684931506849317,12,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2019-06-14,0,0.3863013698630137,13,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2019-06-15,0,0.16712328767123288,14,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2019-06-16,0,0.4575342465753425,15,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2019-06-17,0,0.4575342465753425,16,0,1.2246467991473532e-16,-1.0,0.0,1.0
2019-06-18,0,0.6027397260273972,17,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2019-06-19,0,0.5342465753424658,18,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2019-06-20,0,0.5917808219178082,19,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2019-06-21,0,0.2547945205479452,20,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
