Date,Holiday,Discounted Stores,Day Count,Weekend,Month_sine,Month_cosine,Day of Week_sine,Day of Week_cosine
2019-06-01,0,0.011627906976744186,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2019-06-02,0,0.011627906976744186,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2019-06-03,0,0.08139534883720931,2,0,1.2246467991473532e-16,-1.0,0.0,1.0
2019-06-04,0,0.09302325581395349,3,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2019-06-05,1,0.7325581395348837,4,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2019-06-06,0,0.8604651162790697,5,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2019-06-07,0,0.872093023255814,6,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2019-06-08,0,0.9186046511627907,7,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2019-06-09,0,0.7790697674418605,8,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2019-06-10,0,0.3953488372093023,9,0,1.2246467991473532e-16,-1.0,0.0,1.0
2019-06-11,0,0.313953488372093,10,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2019-06-12,0,0.27906976744186046,11,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2019-06-13,0,0.18604651162790697,12,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2019-06-14,0,0.23255813953488372,13,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2019-06-15,0,0.09302325581395349,14,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2019-06-16,0,0.5697674418604651,15,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2019-06-17,0,0.5813953488372093,16,0,1.2246467991473532e-16,-1.0,0.0,1.0
2019-06-18,0,0.7093023255813954,17,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2019-06-19,0,0.6511627906976745,18,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2019-06-20,0,0.7558139534883721,19,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2019-06-21,0,0.26744186046511625,20,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2019-06-22,0,0.3953488372093023,21,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2019-06-23,0,0.27906976744186046,22,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2019-06-24,0,0.27906976744186046,23,0,1.2246467991473532e-16,-1.0,0.0,1.0
2019-06-25,0,0.18604651162790697,24,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2019-06-26,0,0.23255813953488372,25,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2019-06-27,0,0.10465116279069768,26,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2019-06-28,0,0.5813953488372093,27,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2019-06-29,0,0.5813953488372093,28,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2019-06-30,0,0.6976744186046512,29,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2019-07-01,0,0.6395348837209303,30,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2019-07-02,0,0.7325581395348837,31,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2019-07-03,0,0.38372093023255816,32,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2019-07-04,1,0.4186046511627907,33,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2019-07-05,0,0.29069767441860467,34,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2019-07-06,0,0.3023255813953488,35,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2019-07-07,0,0.10465116279069768,36,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2019-07-08,0,0.22093023255813954,37,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2019-07-09,0,0.7325581395348837,38,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2019-07-10,0,0.7441860465116279,39,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2019-07-11,0,0.8604651162790697,40,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2019-07-12,0,0.813953488372093,41,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2019-07-13,0,0.7558139534883721,42,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2019-07-14,0,0.2441860465116279,43,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
