Date,Holiday,Discount,Discounted Stores,Orders,Sales
2018-01-01,1,Yes,1.0,5644,4436859.18
2018-01-02,0,Yes,1.0,6875,5373945.0
2018-01-03,0,Yes,1.0,6480,5110836.0
2018-01-04,0,Yes,1.0,6956,5535810.0
2018-01-05,0,Yes,1.0,7820,6390951.0
2018-01-06,0,No,0.0,6108,4651749.0
2018-01-07,0,No,0.0,6840,5014911.0
2018-01-08,0,No,0.0,5896,4259538.0
2018-01-09,0,No,0.0,5299,3814833.0
2018-01-10,0,No,0.0,5536,3985548.0
2018-01-11,0,No,0.0,6289,4571061.0
2018-01-12,0,No,0.0,5397,4048299.0
2018-01-13,0,Yes,0.9904761904761905,7534,5775249.0
2018-01-14,1,Yes,0.9904761904761905,7315,5614960.47
2018-01-15,0,Yes,1.0,6678,5144973.0
2018-01-16,0,Yes,1.0,7032,4520460.0
2018-01-17,0,Yes,1.0,7843,5151861.0
2018-01-18,0,No,0.009523809523809525,5264,3216339.0
2018-01-19,0,No,0.009523809523809525,6072,3604677.0
2018-01-20,0,No,0.0,6910,4138917.0
2018-01-21,0,No,0.0,6786,4067898.0
2018-01-22,1,No,0.0,5622,3946567.08
2018-01-23,0,No,0.0,6309,3734409.0
2018-01-24,0,No,0.0,5157,3131301.0
2018-01-25,0,Yes,0.9904761904761905,6545,4098948.0
2018-01-26,1,Yes,0.9904761904761905,3871,2368563.36
2018-01-27,0,Yes,0.9904761904761905,7519,4759092.0
2018-01-28,0,Yes,0.9904761904761905,9573,6578997.0
2018-01-29,0,Yes,1.0,8353,5728422.0
2018-01-30,0,No,0.009523809523809525,5447,3410238.0
2018-01-31,1,No,0.009523809523809525,5298,3316459.71
2018-02-01,0,No,0.009523809523809525,5548,3276042.0
2018-02-02,0,No,0.009523809523809525,5513,3240408.0
2018-02-03,0,No,0.0,6485,3838821.0
2018-02-04,0,No,0.0,6827,4051674.0
2018-02-05,0,No,0.0,5334,3264870.0
2018-02-06,0,Yes,0.9904761904761905,6830,4304808.0
2018-02-07,0,Yes,0.9904761904761905,6420,4065234.0
2018-02-08,0,Yes,0.9904761904761905,6681,4235589.0
2018-02-09,0,Yes,0.9904761904761905,7280,4709478.0
2018-02-10,1,Yes,0.9904761904761905,8262,4560273.78
2018-02-11,0,No,0.0,6382,3988383.0
2018-02-12,0,No,0.009523809523809525,5684,3358089.0
2018-02-13,0,No,0.009523809523809525,5680,3352059.0
2018-02-14,1,No,0.009523809523809525,5503,3247981.35
2018-02-15,0,No,0.009523809523809525,5913,3536655.0
2018-02-16,0,No,0.009523809523809525,6240,3731448.0
2018-02-17,0,No,0.0,6315,3897471.0
2018-02-18,0,Yes,0.9904761904761905,8930,5769621.0
2018-02-19,1,Yes,0.9904761904761905,7373,5573704.0200000005
2018-02-20,0,Yes,0.9904761904761905,7086,4577970.0
2018-02-21,0,Yes,0.9904761904761905,7834,5173182.0
2018-02-22,0,No,0.2,6605,4212903.0
2018-02-23,0,No,0.0,6248,3880683.0
2018-02-24,0,No,0.0,7071,4313010.0
2018-02-25,0,No,0.0,6989,4222392.0
2018-02-26,0,No,0.009523809523809525,6431,3872493.0
2018-02-27,0,No,0.009523809523809525,6201,3786135.0
2018-02-28,0,Yes,0.8,6520,4071483.0
2018-03-01,1,Yes,1.0,6297,3933545.1
2018-03-02,1,Yes,1.0,917,597056.67
2018-03-03,0,Yes,0.9904761904761905,7866,5073147.0
2018-03-04,0,No,0.9904761904761905,9027,5851212.0
2018-03-05,0,Yes,0.2,6341,3942225.0
2018-03-06,0,No,0.0,6626,4056861.0
2018-03-07,0,No,0.0,6866,4088223.0
2018-03-08,0,No,0.0,5947,3494349.0
